SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
46432,ÇOCUK,Elbise,Askılı elbise,128928,2218178 ASKILI BÜRÜMCÜK ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,88,48.0,67.24
29172,BAYAN,Elbise,Kısa kollu elbise,115923,2222546 BEGOTANA ELBISE,507,ELBISE,KOL AGZI KIVIRMA,DÜZ,364,55.0,67.24
9143,BAYAN,Elbise,Kısa kollu elbise,137867,ARLW24RBATO MATERNITY HAMILE ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,13,60.0,67.23
11635,BAYAN,Tulum,Kısa Kollu Tulum,125065,2223370 DILAMON ELBISE,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,550,72.0,67.18
46432,ÇOCUK,Elbise,Askılı elbise,134506,2218178 ASKILI BÜRÜMCÜK ELBISE,273,ELBISE,LASTIK TAKMA,DÜZ,24,36.0,67.17
22113,ÇOCUK,Elbise,3/4 kol,107591,SBKS24DSPO2-BUB59 ELBISE,139,ELBISE,DANTEL BEDENE TAKMA,DÜZ,456,60.0,67.17
4402,BAYAN,Elbise,Kısa kollu elbise,151439,2228557 JISSO ELBISE,428,ELBISE,ETEK REÇME,REÇME,422,48.0,67.16
11635,BAYAN,Tulum,Kısa Kollu Tulum,126299,2223370 DILAMON ELBISE,15,ELBISE,ÜST YAN ÇATMA,OVERLOK,88,36.0,67.15
9143,BAYAN,Elbise,Kısa kollu elbise,136986,ARLW24RBATO MATERNITY HAMILE ELBISE,327,ELBISE,ÖN KALITE KONTROL,MANUEL,445,60.0,67.15
4000,ÇOCUK,Elbise,Kısa kollu elbise,116896,144430499 MIDI TUTU DRESS TÜL ELBISE,430,ELBISE,TÜL BÜZGÜ,DÜZ,468,55.0,67.14
29172,BAYAN,Elbise,Kısa kollu elbise,116343,2222546 BEGOTANA ELBISE,12,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,330,55.0,67.13
29172,BAYAN,Elbise,Kısa kollu elbise,118346,2222546 BEGOTANA ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,26,51.41,67.12
11635,BAYAN,Tulum,Kısa Kollu Tulum,125052,2223370 DILAMON ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,549,72.0,67.09
9143,BAYAN,Elbise,Kısa kollu elbise,137355,ARLW24RBATO MATERNITY HAMILE ELBISE,121,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,565,48.0,67.05
15910,BAYAN,Bluz,Uzun Kollu,115500,2220847 BEGONIA BLUZ,533,T-SHIRT,ÖN KALITE KONTROL,MANUEL,408,72.0,67.05
11635,BAYAN,Tulum,Kısa Kollu Tulum,125120,2223370 DILAMON ELBISE,435,ELBISE,KOL KAPAMA,REÇME,561,48.0,67.03
13392,BAYAN,T-Shirt,Kısa Kol,140204,CDKW24HDNDR KIRMIZI TSHIRT,319,T-SHIRT,KOL TAKMA,OVERLOK,1,43.0,67.0
22113,ÇOCUK,Elbise,3/4 kol,104993,SBKS24DSPO2-BUB59 ELBISE,176,ELBISE,DAMLA V ÇIMA,DÜZ,299,40.0,67.0
14170,ÇOCUK,Sweatshirt,Kapşonsuz,103324,CVKS24SSP22-BVE32 SWEATSHIRT,497,T-SHIRT,FIRFIR DANTEL TAKMA,DÜZ,343,40.0,66.95
8650,BAYAN,Elbise,Kısa kollu elbise,125032,HVLS24RTURQ CET84 HAMILE ELBISESI,110,ELBISE,YAN ÇATMA,OVERLOK,37,60.0,66.95
22113,ÇOCUK,Elbise,3/4 kol,107595,SBKS24DSPO2-BUB59 ELBISE,178,ELBISE,DANTEL BEDENE TAKMA,DÜZ,480,60.0,66.95
9476,BAYAN,Elbise,uzun kollu elbise,146173,CDKW24DTURQ-CLP18 SIYAH ELBISE,386,ELBISE,BEDEN ÜTÜ,ÜTÜ,517,80.0,66.92
4402,BAYAN,Elbise,Kısa kollu elbise,151305,2228557 JISSO ELBISE,536,ELBISE,YAN TUTTURMA,DÜZ,461,60.0,66.92
4637,BAYAN,Elbise,Kolsuz elbise,121477,2222617 BARILAN ELBISE,104,ELBISE,YAKA BASMA,DÜZ,453,48.0,66.91
29172,BAYAN,Elbise,Kısa kollu elbise,119274,2222546 BEGOTANA ELBISE,471,ELBISE,BEDEN ÜTÜ,ÜTÜ,290,51.41,66.9
29172,BAYAN,Elbise,Kısa kollu elbise,118670,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,460,55.0,66.89
4000,ÇOCUK,Elbise,Kısa kollu elbise,117704,144430499 MIDI TUTU DRESS TÜL ELBISE,299,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,368,55.0,66.87
29172,BAYAN,Elbise,Kısa kollu elbise,118709,2222546 BEGOTANA ELBISE,97,ELBISE,ETEK UCU KIVIRMA,DÜZ,450,48.0,66.86
4402,BAYAN,Elbise,Kısa kollu elbise,151868,2228557 JISSO ELBISE,613,ELBISE,YAN ÇATMA,OVERLOK,393,48.0,66.86
27981,BAYAN,T-Shirt,Kısa Kol,114616,2222518 AMBER CEPLI T-SHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,556,48.0,66.85
15910,BAYAN,Bluz,Uzun Kollu,112686,2220847 BEGONIA BLUZ,528,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,178,40.0,66.85
15910,BAYAN,Bluz,Uzun Kollu,113182,2220847 BEGONIA BLUZ,115,T-SHIRT,YAN ÇATMA,OVERLOK,467,50.0,66.84
9476,BAYAN,Elbise,uzun kollu elbise,150756,CDKW24DTURQ-CLP18 SIYAH ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,155,80.0,66.83
29172,BAYAN,Elbise,Kısa kollu elbise,115512,2222546 BEGOTANA ELBISE,494,ELBISE,BEDEN ÜTÜ,ÜTÜ,469,51.41,66.82
29172,BAYAN,Elbise,Kısa kollu elbise,119631,2222546 BEGOTANA ELBISE,130,ELBISE,ETEK UCU KIVIRMA,DÜZ,404,48.0,66.81
27981,BAYAN,T-Shirt,Kısa Kol,111989,2222518 AMBER CEPLI T-SHIRT,148,T-SHIRT,YAN ÇATMA,OVERLOK,452,48.0,66.8
14162,BAYAN,T-Shirt,Uzun Kol,104282,CDKS24HDONU-BXA79 T-SHIRT,95,T-SHIRT,ETEK REÇME,REÇME,461,40.0,66.76
29172,BAYAN,Elbise,Kısa kollu elbise,119810,2222546 BEGOTANA ELBISE,2,ELBISE,KOL AGZI KIVIRMA,DÜZ,467,55.0,66.75
23502,BAYAN,Bodysuit,Uzun Kollu,160537,2231665 OBONODY ZIBIN,194,T-SHIRT,YAN ÇATMA,OVERLOK,559,51.0,66.74
8650,BAYAN,Elbise,Kısa kollu elbise,123840,HVLS24RTURQ CET84 HAMILE ELBISESI,509,ELBISE,ÖN KALITE KONTROL,MANUEL,123,55.0,66.73
9476,BAYAN,Elbise,uzun kollu elbise,148315,CDKW24DTURQ-CLP18 SIYAH ELBISE,326,ELBISE,ÖN KALITE KONTROL,MANUEL,50,75.0,66.72
11635,BAYAN,Tulum,Kısa Kollu Tulum,123719,2223370 DILAMON ELBISE,92,ELBISE,BEL LASTIK TAKMA,DÜZ,376,40.0,66.69
4637,BAYAN,Elbise,Kolsuz elbise,122535,2222617 BARILAN ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,449,60.0,66.68
22113,ÇOCUK,Elbise,3/4 kol,107702,SBKS24DSPO2-BUB59 ELBISE,115,ELBISE,ARKA V KAPAMA,OVERLOK,470,50.0,66.68
22113,ÇOCUK,Elbise,3/4 kol,105922,SBKS24DSPO2-BUB59 ELBISE,515,ELBISE,FIRFIR DANTEL TAKMA,DÜZ,471,60.0,66.66
22113,ÇOCUK,Elbise,3/4 kol,108803,SBKS24DSPO2-BUB59 ELBISE,273,ELBISE,V ÖN PARÇA TAKMA,DÜZ,477,60.0,66.66
9158,BAYAN,T-Shirt,Uzun Kol,140900,CDKW24HBARG -CLP12,474,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,554,60.0,66.63
29172,BAYAN,Elbise,Kısa kollu elbise,118685,2222546 BEGOTANA ELBISE,502,ELBISE,ÖN KALITE KONTROL,MANUEL,469,60.0,66.61
15910,BAYAN,Bluz,Uzun Kollu,112791,2220847 BEGONIA BLUZ,42,T-SHIRT,ALT ETEK LSTIK KAPAM,DÜZ,561,48.0,66.61
27981,BAYAN,T-Shirt,Kısa Kol,112356,2222518 AMBER CEPLI T-SHIRT,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,335,48.0,66.59
29172,BAYAN,Elbise,Kısa kollu elbise,118317,2222546 BEGOTANA ELBISE,15,ELBISE,YAN ÇATMA,OVERLOK,476,48.0,66.58
4887,ÇOCUK,Sweatshirt,Kapşonlu,150043,2230347 KAPSONLU SWEAT,136,T-SHIRT,KOL TAKMA,OVERLOK,259,38.0,66.56
22113,ÇOCUK,Elbise,3/4 kol,108847,SBKS24DSPO2-BUB59 ELBISE,2,ELBISE,V ÖN PARÇA TAKMA,DÜZ,467,60.0,66.56
22113,ÇOCUK,Elbise,3/4 kol,105435,SBKS24DSPO2-BUB59 ELBISE,87,ELBISE,ARKA V KAPAMA,OVERLOK,104,50.0,66.52
29172,BAYAN,Elbise,Kısa kollu elbise,118740,2222546 BEGOTANA ELBISE,511,ELBISE,ÖN KALITE KONTROL,MANUEL,371,60.0,66.52
46432,ÇOCUK,Elbise,Askılı elbise,127859,2218178 ASKILI BÜRÜMCÜK ELBISE,138,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,219,36.0,66.52
15910,BAYAN,Bluz,Uzun Kollu,116111,2220847 BEGONIA BLUZ,204,T-SHIRT,ALT ETEK LSTIK KAPAM,DÜZ,232,48.0,66.5
27981,BAYAN,T-Shirt,Kısa Kol,112108,2222518 AMBER CEPLI T-SHIRT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,364,40.0,66.49
27981,BAYAN,T-Shirt,Kısa Kol,113445,2222518 AMBER CEPLI T-SHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,486,48.0,66.47
29172,BAYAN,Elbise,Kısa kollu elbise,116288,2222546 BEGOTANA ELBISE,153,ELBISE,KOL TAKMA,OVERLOK,467,51.0,66.47
27981,BAYAN,T-Shirt,Kısa Kol,115569,2222518 AMBER CEPLI T-SHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,479,48.0,66.46
46432,ÇOCUK,Elbise,Askılı elbise,130229,2218178 ASKILI BÜRÜMCÜK ELBISE,64,ELBISE,ÖN KALITE KONTROL,MANUEL,453,48.0,66.43
8650,BAYAN,Elbise,Kısa kollu elbise,123184,HVLS24RTURQ CET84 HAMILE ELBISESI,151,ELBISE,YAKA GAZI,DÜZ,304,40.0,66.41
15910,BAYAN,Bluz,Uzun Kollu,111354,2220847 BEGONIA BLUZ,421,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,367,40.0,66.4
8650,BAYAN,Elbise,Kısa kollu elbise,124155,HVLS24RTURQ CET84 HAMILE ELBISESI,121,ELBISE,KOL TAKMA,OVERLOK,465,45.0,66.4
9143,BAYAN,Elbise,Kısa kollu elbise,137946,ARLW24RBATO MATERNITY HAMILE ELBISE,121,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,562,48.0,66.37
23502,BAYAN,Bodysuit,Uzun Kollu,159482,2231665 OBONODY ZIBIN,224,T-SHIRT,ÖN KALITE KONTROL,MANUEL,332,48.0,66.36
29172,BAYAN,Elbise,Kısa kollu elbise,119455,2222546 BEGOTANA ELBISE,87,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,11,51.41,66.36
4980,BAYAN,T-Shirt,Uzun Kol,143042,CDKW24HLELO -CLP91  LEOPARD TSHIRT,544,T-SHIRT,KOL TAKMA,OVERLOK,334,48.0,66.32
27981,BAYAN,T-Shirt,Kısa Kol,114663,2222518 AMBER CEPLI T-SHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,291,48.0,66.32
29172,BAYAN,Elbise,Kısa kollu elbise,114697,2222546 BEGOTANA ELBISE,46,ELBISE,KOL TAKMA,OVERLOK,547,51.0,66.31
46432,ÇOCUK,Elbise,Askılı elbise,127136,2218178 ASKILI BÜRÜMCÜK ELBISE,2,ELBISE,LASTIK TAKMA,DÜZ,440,36.0,66.31
29172,BAYAN,Elbise,Kısa kollu elbise,118341,2222546 BEGOTANA ELBISE,508,ELBISE,BEDEN ÜTÜ,ÜTÜ,467,51.41,66.31
14170,ÇOCUK,Sweatshirt,Kapşonsuz,103605,CVKS24SSP22-BVE32 SWEATSHIRT,65,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,452,36.0,66.3
27981,BAYAN,T-Shirt,Kısa Kol,117225,2222518 AMBER CEPLI T-SHIRT,523,T-SHIRT,ÖN KALITE KONTROL,MANUEL,559,48.0,66.29
4000,ÇOCUK,Elbise,Kısa kollu elbise,117687,144430499 MIDI TUTU DRESS TÜL ELBISE,338,ELBISE,TÜL BÜZGÜ,DÜZ,406,55.0,66.27
9158,BAYAN,T-Shirt,Uzun Kol,140398,CDKW24HBARG -CLP12,495,T-SHIRT,YAKA UCU BIRLESTIRME,DÜZ,453,60.0,66.27
13392,BAYAN,T-Shirt,Kısa Kol,142295,CDKW24HDNDR KIRMIZI TSHIRT,326,T-SHIRT,ÖN KALITE KONTROL,MANUEL,361,48.0,66.24
4637,BAYAN,Elbise,Kolsuz elbise,122779,2222617 BARILAN ELBISE,343,ELBISE,BEDEN ÜTÜ,ÜTÜ,360,60.0,66.24
27981,BAYAN,T-Shirt,Kısa Kol,112781,2222518 AMBER CEPLI T-SHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,572,48.0,66.23
15910,BAYAN,Bluz,Uzun Kollu,112470,2220847 BEGONIA BLUZ,285,T-SHIRT,ALT ETEK LASTIK TAKM,DÜZ,461,51.41,66.21
29172,BAYAN,Elbise,Kısa kollu elbise,117265,2222546 BEGOTANA ELBISE,15,ELBISE,YAN ÇATMA,OVERLOK,570,48.0,66.21
9476,BAYAN,Elbise,uzun kollu elbise,148310,CDKW24DTURQ-CLP18 SIYAH ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,10,80.0,66.2
29172,BAYAN,Elbise,Kısa kollu elbise,118061,2222546 BEGOTANA ELBISE,97,ELBISE,ETEK UCU KIVIRMA,DÜZ,473,48.0,66.18
27981,BAYAN,T-Shirt,Kısa Kol,112640,2222518 AMBER CEPLI T-SHIRT,518,T-SHIRT,ÖN KALITE KONTROL,MANUEL,41,48.0,66.15
4887,ÇOCUK,Sweatshirt,Kapşonlu,150914,2230347 KAPSONLU SWEAT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,202,48.0,66.13
15910,BAYAN,Bluz,Uzun Kollu,113781,2220847 BEGONIA BLUZ,3,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,30,48.0,66.13
29172,BAYAN,Elbise,Kısa kollu elbise,117091,2222546 BEGOTANA ELBISE,133,ELBISE,ETEK UCU KIVIRMA,DÜZ,401,48.0,66.11
29172,BAYAN,Elbise,Kısa kollu elbise,115408,2222546 BEGOTANA ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,79,48.0,66.1
27981,BAYAN,T-Shirt,Kısa Kol,115948,2222518 AMBER CEPLI T-SHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,273,48.0,66.1
8650,BAYAN,Elbise,Kısa kollu elbise,123976,HVLS24RTURQ CET84 HAMILE ELBISESI,110,ELBISE,KOL TAKMA,OVERLOK,138,45.0,66.1
4637,BAYAN,Elbise,Kolsuz elbise,121909,2222617 BARILAN ELBISE,378,ELBISE,PAT UCU KIVIRMA,DÜZ,56,40.0,66.09
29172,BAYAN,Elbise,Kısa kollu elbise,118902,2222546 BEGOTANA ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,486,60.0,66.08
4887,ÇOCUK,Sweatshirt,Kapşonlu,150651,2230347 KAPSONLU SWEAT,560,T-SHIRT,ÖN KALITE KONTROL,MANUEL,185,48.0,66.05
27981,BAYAN,T-Shirt,Kısa Kol,116545,2222518 AMBER CEPLI T-SHIRT,471,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,410,40.0,66.04
27981,BAYAN,T-Shirt,Kısa Kol,111660,2222518 AMBER CEPLI T-SHIRT,373,T-SHIRT,YAN ÇATMA,OVERLOK,385,48.0,66.01
4980,BAYAN,T-Shirt,Uzun Kol,143458,CDKW24HLELO -CLP91  LEOPARD TSHIRT,213,T-SHIRT,FIYONK HAZIRLAMA,DÜZ,1,36.0,66.0
46432,ÇOCUK,Elbise,Askılı elbise,128117,2218178 ASKILI BÜRÜMCÜK ELBISE,561,ELBISE,ÖN KALITE KONTROL,MANUEL,1,48.0,66.0
29172,BAYAN,Elbise,Kısa kollu elbise,118689,2222546 BEGOTANA ELBISE,139,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,463,51.41,65.93
29172,BAYAN,Elbise,Kısa kollu elbise,117320,2222546 BEGOTANA ELBISE,133,ELBISE,ETEK UCU KIVIRMA,DÜZ,579,48.0,65.93
9143,BAYAN,Elbise,Kısa kollu elbise,139503,ARLW24RBATO MATERNITY HAMILE ELBISE,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,76,35.0,65.91
11635,BAYAN,Tulum,Kısa Kollu Tulum,127055,2223370 DILAMON ELBISE,15,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,488,51.0,65.89
27981,BAYAN,T-Shirt,Kısa Kol,111564,2222518 AMBER CEPLI T-SHIRT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,133,40.0,65.89
46432,ÇOCUK,Elbise,Askılı elbise,135827,2218178 ASKILI BÜRÜMCÜK ELBISE,63,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,7,36.0,65.86
29172,BAYAN,Elbise,Kısa kollu elbise,118721,2222546 BEGOTANA ELBISE,214,ELBISE,ÖN KALITE KONTROL,MANUEL,458,60.0,65.84
29172,BAYAN,Elbise,Kısa kollu elbise,116432,2222546 BEGOTANA ELBISE,210,ELBISE,KOL AGZI TUTTURMA,DÜZ,44,36.0,65.84
29172,BAYAN,Elbise,Kısa kollu elbise,118628,2222546 BEGOTANA ELBISE,448,ELBISE,YAN ÇATMA,OVERLOK,450,48.0,65.83
27981,BAYAN,T-Shirt,Kısa Kol,112261,2222518 AMBER CEPLI T-SHIRT,379,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,365,40.0,65.82
14162,BAYAN,T-Shirt,Uzun Kol,104275,CDKS24HDONU-BXA79 T-SHIRT,465,T-SHIRT,KOL ALTI TUTTURMA,DÜZ,196,50.0,65.8
5194,ÇOCUK,Elbise,Kolsuz elbise,126561,2225757-2LI BÜRÜMCEK ELBISE,315,ELBISE,KOL EVI BIYE,REÇME,406,45.0,65.8
8650,BAYAN,Elbise,Kısa kollu elbise,124451,HVLS24RTURQ CET84 HAMILE ELBISESI,220,ELBISE,ÖN KALITE KONTROL,MANUEL,430,55.0,65.8
46432,ÇOCUK,Elbise,Askılı elbise,128325,2218178 ASKILI BÜRÜMCÜK ELBISE,214,ELBISE,ÖN KALITE KONTROL,MANUEL,506,48.0,65.8
9476,BAYAN,Elbise,uzun kollu elbise,146611,CDKW24DTURQ-CLP18 SIYAH ELBISE,395,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,467,48.0,65.79
46432,ÇOCUK,Elbise,Askılı elbise,127965,2218178 ASKILI BÜRÜMCÜK ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,362,48.0,65.78
11635,BAYAN,Tulum,Kısa Kollu Tulum,124705,2223370 DILAMON ELBISE,537,ELBISE,IÇ AG ÇATMA,OVERLOK,451,40.0,65.76
22113,ÇOCUK,Elbise,3/4 kol,105383,SBKS24DSPO2-BUB59 ELBISE,133,ELBISE,V ÖN PARÇA TAKMA,DÜZ,486,60.0,65.75
9158,BAYAN,T-Shirt,Uzun Kol,140584,CDKW24HBARG -CLP12,540,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,331,60.0,65.75
27981,BAYAN,T-Shirt,Kısa Kol,112406,2222518 AMBER CEPLI T-SHIRT,220,T-SHIRT,ÖN KALITE KONTROL,MANUEL,36,48.0,65.75
6412,BEBEK,T-Shirt,Kısa Kol,110746,MSBS24HMACR-BXC21 BABY TSHIRT,464,T-SHIRT,YAN ÇATMA,OVERLOK,583,36.0,65.74
27981,BAYAN,T-Shirt,Kısa Kol,114835,2222518 AMBER CEPLI T-SHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,22,48.0,65.73
29172,BAYAN,Elbise,Kısa kollu elbise,119627,2222546 BEGOTANA ELBISE,62,ELBISE,YAN ÇATMA,OVERLOK,420,48.0,65.73
29172,BAYAN,Elbise,Kısa kollu elbise,117298,2222546 BEGOTANA ELBISE,153,ELBISE,KOL TAKMA,OVERLOK,565,51.0,65.72
27981,BAYAN,T-Shirt,Kısa Kol,115899,2222518 AMBER CEPLI T-SHIRT,476,T-SHIRT,YAN ÇATMA,OVERLOK,406,48.0,65.7
29172,BAYAN,Elbise,Kısa kollu elbise,114796,2222546 BEGOTANA ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,216,51.41,65.69
27981,BAYAN,T-Shirt,Kısa Kol,112452,2222518 AMBER CEPLI T-SHIRT,396,T-SHIRT,YAN ÇATMA,OVERLOK,438,48.0,65.68
9476,BAYAN,Elbise,uzun kollu elbise,146772,CDKW24DTURQ-CLP18 SIYAH ELBISE,386,ELBISE,BEDEN ÜTÜ,ÜTÜ,584,80.0,65.68
29172,BAYAN,Elbise,Kısa kollu elbise,119553,2222546 BEGOTANA ELBISE,471,ELBISE,BEDEN ÜTÜ,ÜTÜ,435,51.41,65.68
5194,ÇOCUK,Elbise,Kolsuz elbise,127284,2225757-2LI BÜRÜMCEK ELBISE,194,ELBISE,YAN ÇATMA,OVERLOK,61,48.0,65.67
14170,ÇOCUK,Sweatshirt,Kapşonsuz,103172,CVKS24SSP22-BVE32 SWEATSHIRT,511,T-SHIRT,ÖN KALITE KONTROL,MANUEL,72,40.0,65.67
13392,BAYAN,T-Shirt,Kısa Kol,141941,CDKW24HDNDR KIRMIZI TSHIRT,326,T-SHIRT,ÖN KALITE KONTROL,MANUEL,564,48.0,65.66
4637,BAYAN,Elbise,Kolsuz elbise,121552,2222617 BARILAN ELBISE,24,ELBISE,OMUZ ÇATMA,OVERLOK,287,40.0,65.66
29172,BAYAN,Elbise,Kısa kollu elbise,118049,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,480,55.0,65.63
29172,BAYAN,Elbise,Kısa kollu elbise,119512,2222546 BEGOTANA ELBISE,471,ELBISE,BEDEN ÜTÜ,ÜTÜ,174,51.41,65.63
29172,BAYAN,Elbise,Kısa kollu elbise,117692,2222546 BEGOTANA ELBISE,20,ELBISE,KOL AGZI KIVIRMA,DÜZ,479,55.0,65.62
46432,ÇOCUK,Elbise,Askılı elbise,136237,2218178 ASKILI BÜRÜMCÜK ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,543,48.0,65.6
29172,BAYAN,Elbise,Kısa kollu elbise,115636,2222546 BEGOTANA ELBISE,217,ELBISE,KOL AGZI KIVIRMA,DÜZ,45,55.0,65.6
29172,BAYAN,Elbise,Kısa kollu elbise,119373,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,482,55.0,65.6
22113,ÇOCUK,Elbise,3/4 kol,108859,SBKS24DSPO2-BUB59 ELBISE,139,ELBISE,DANTEL BEDENE TAKMA,DÜZ,480,60.0,65.57
15910,BAYAN,Bluz,Uzun Kollu,115838,2220847 BEGONIA BLUZ,175,T-SHIRT,ORTA ETEK LASTIK TAK,DÜZ,487,51.0,65.57
8650,BAYAN,Elbise,Kısa kollu elbise,123998,HVLS24RTURQ CET84 HAMILE ELBISESI,533,ELBISE,ÖN KALITE KONTROL,MANUEL,51,55.0,65.57
9143,BAYAN,Elbise,Kısa kollu elbise,137353,ARLW24RBATO MATERNITY HAMILE ELBISE,148,ELBISE,ÜST YAN ÇATMA,OVERLOK,535,40.0,65.55
29172,BAYAN,Elbise,Kısa kollu elbise,118339,2222546 BEGOTANA ELBISE,62,ELBISE,YAN ÇATMA,OVERLOK,480,48.0,65.54
13392,BAYAN,T-Shirt,Kısa Kol,140349,CDKW24HDNDR KIRMIZI TSHIRT,326,T-SHIRT,ÖN KALITE KONTROL,MANUEL,477,48.0,65.54
19349,BAYAN,T-Shirt,Uzun Kol,157360,2226835 CHAIKA BLUZ,300,T-SHIRT,YAN ÇATMA,OVERLOK,466,35.0,65.53
9158,BAYAN,T-Shirt,Uzun Kol,140968,CDKW24HBARG -CLP12,480,T-SHIRT,ÖN KALITE KONTROL,MANUEL,467,48.0,65.53
29172,BAYAN,Elbise,Kısa kollu elbise,117706,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,262,55.0,65.52
22113,ÇOCUK,Elbise,3/4 kol,109124,SBKS24DSPO2-BUB59 ELBISE,515,ELBISE,FIRFIR DANTEL TAKMA,DÜZ,487,60.0,65.51
27981,BAYAN,T-Shirt,Kısa Kol,116483,2222518 AMBER CEPLI T-SHIRT,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,62,48.0,65.5
27981,BAYAN,T-Shirt,Kısa Kol,111985,2222518 AMBER CEPLI T-SHIRT,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,475,48.0,65.49
4402,BAYAN,Elbise,Kısa kollu elbise,151531,2228557 JISSO ELBISE,490,ELBISE,KOL REÇME,REÇME,564,65.0,65.47
9476,BAYAN,Elbise,uzun kollu elbise,150622,CDKW24DTURQ-CLP18 SIYAH ELBISE,584,ELBISE,BEDEN ÜTÜ,ÜTÜ,347,80.0,65.46
11635,BAYAN,Tulum,Kısa Kollu Tulum,125662,2223370 DILAMON ELBISE,435,ELBISE,KOL KAPAMA,REÇME,586,48.0,65.45
5194,ÇOCUK,Elbise,Kolsuz elbise,124891,2225757-2LI BÜRÜMCEK ELBISE,158,ELBISE,YAN ÇATMA,OVERLOK,438,48.0,65.45
9476,BAYAN,Elbise,uzun kollu elbise,148247,CDKW24DTURQ-CLP18 SIYAH ELBISE,560,ELBISE,ÖN KALITE KONTROL,MANUEL,101,75.0,65.45
29172,BAYAN,Elbise,Kısa kollu elbise,118953,2222546 BEGOTANA ELBISE,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,323,48.0,65.42
8511,BAYAN,Elbise,Kolsuz elbise,137975,2228285 CARRIE ELBISE,387,ELBISE,YAN ÇATMA,OVERLOK,46,36.0,65.37
22113,ÇOCUK,Elbise,3/4 kol,108607,SBKS24DSPO2-BUB59 ELBISE,480,ELBISE,ÖN KALITE KONTROL,MANUEL,398,48.0,65.37
4637,BAYAN,Elbise,Kolsuz elbise,122861,2222617 BARILAN ELBISE,153,ELBISE,YAN ÇATMA,OVERLOK,200,90.0,65.34
27981,BAYAN,T-Shirt,Kısa Kol,115151,2222518 AMBER CEPLI T-SHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,55,48.0,65.33
9143,BAYAN,Elbise,Kısa kollu elbise,137882,ARLW24RBATO MATERNITY HAMILE ELBISE,161,ELBISE,KOL REÇME,REÇME,567,48.0,65.32
