UretimID,ModelAdi,PersonelNo,ModelTipAdi,OperAdi,MakinaTipi,Uretim,Etut,BirimUretimZamani
533,2218178 ASKILI BÜRÜMCÜK ELBISE,533,ELBISE,ÖN KALITE KONTROL,MANUEL,703,48.0,43.91
597,2225885 JISOONA ELBISE,597,ELBISE,FIRMA ETIKET TAKMA,DÜZ,874,20.0,43.9
595,2231665 OBONODY ZIBIN,595,T-SHIRT,KOL TAKMA,OVERLOK,410,30.0,43.9
2,2218178 ASKILI BÜRÜMCÜK ELBISE,2,ELBISE,LASTIK TAKMA,DÜZ,697,36.0,43.89
595,CDKW24HBARG -CLP12,595,T-SHIRT,YAN ÇATMA,OVERLOK,879,45.0,43.89
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,707,36.0,43.88
184,2219384 PALAZZO TSHIRT,184,T-SHIRT,YAN ÇATMA,OVERLOK,708,30.0,43.88
213,2226835 CHAIKA BLUZ,213,T-SHIRT,FIRMA ETIKET TAKMA,DÜZ,334,16.0,43.87
204,2220847 BEGONIA BLUZ,204,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,386,48.0,43.87
157,2222582 COMPONI,157,ELBISE,PILE TUTTURMA,DÜZ,153,30.0,43.86
515,2228285 CARRIE ELBISE,515,ELBISE,SATEN ASKILK TAKMA 2,REÇME,560,40.0,43.86
441,2222582 COMPONI,441,ELBISE,KÜÇÜK OMUZ EMNIYET,DÜZ,836,24.0,43.86
474,MSBS24HMACR-BXC21 BABY TSHIRT,474,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,711,35.0,43.86
427,2222518 AMBER CEPLI T-SHIRT,427,T-SHIRT,KOL TAKMA,OVERLOK,727,40.0,43.85
184,2219384 PALAZZO TSHIRT,184,T-SHIRT,YAN ÇATMA,OVERLOK,726,30.0,43.85
117,2220847 BEGONIA BLUZ,117,T-SHIRT,ORTA ETEK LSTK KAPMA,DÜZ,489,48.0,43.85
139,2218178 ASKILI BÜRÜMCÜK ELBISE,139,ELBISE,LASTIK TAKMA,DÜZ,836,36.0,43.83
508,2225249 BUBBLE TEE T-SHIRT,508,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,401,30.0,43.83
501,CDKS24HDONU-BXA79 T-SHIRT,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,319,36.0,43.83
369,2218178 ASKILI BÜRÜMCÜK ELBISE,369,ELBISE,KOL EVI TULUM,OVERLOK,477,26.0,43.83
348,2222582 COMPONI,348,ELBISE,ETEK UCU SÜRFILE,OVERLOK,720,24.0,43.83
110,2230347 KAPSONLU SWEAT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,213,27.0,43.82
203,SBKS24DSPO2-BUB59 ELBISE,203,ELBISE,ÖN KOL TAKMA,OVERLOK,665,30.0,43.82
19,CVKW24SGPAR-CPL95 BASKILI SWEAT,19,T-SHIRT,YAN ÇATMA,OVERLOK,267,45.0,43.81
583,2218178 ASKILI BÜRÜMCÜK ELBISE,583,ELBISE,BEL ÜSTÜ GAZI,REÇME,366,33.0,43.81
501,2229267 SALOPET SET,501,ELBISE,ÖN KALITE KONTROL,MANUEL,46,36.0,43.8
501,CVKW24SGPAR-CPL95 BASKILI SWEAT,501,T-SHIRT,ÖN KALITE KONTROL,MANUEL,314,48.0,43.8
110,ARLW24RBATO MATERNITY HAMILE ELBISE,110,ELBISE,ALT YAN ÇATMA,OVERLOK,842,36.0,43.8
421,SBKS24DSPO2-BUB59 ELBISE,421,ELBISE,YAN ÇATMA,OVERLOK,727,36.0,43.8
449,MSBS24HMACR-BXC21 BABY TSHIRT,449,T-SHIRT,ÖN KALITE KONTROL,MANUEL,5,36.0,43.8
243,2222546 BEGOTANA ELBISE,243,ELBISE,TALIMAT HAZIRLIK,DÜZ,24,5.0,43.79
9,CVKW24SGPAR-CPL95 BASKILI SWEAT,9,T-SHIRT,YAN ÇATMA,OVERLOK,417,45.0,43.79
158,2220847 BEGONIA BLUZ,158,T-SHIRT,ARKA KOL TAKMA,OVERLOK,94,30.0,43.79
52,2222582 COMPONI,52,ELBISE,IPLIK TEMIZLEME,IPLIK TEMIZLEME,847,27.0,43.79
511,2226835 CHAIKA BLUZ,511,T-SHIRT,ÖN KALITE KONTROL,MANUEL,18,36.0,43.78
20,2222617 BARILAN ELBISE,20,ELBISE,ETEK UCU KIVIRMA,DÜZ,699,54.0,43.78
384,HVLS24RTURQ CET84 HAMILE ELBISESI,384,ELBISE,BEDEN ÜTÜ,ÜTÜ,230,35.0,43.78
210,2222582 COMPONI,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,700,45.0,43.77
343,2218625 BÜRÜMCÜK SALOPET ELBISE,343,ELBISE,ÖN KALITE KONTROL,MANUEL,705,36.0,43.77
329,2225757-2LI BÜRÜMCEK ELBISE,329,ELBISE,ÖN KALITE KONTROL,MANUEL,560,36.0,43.77
301,2222546 BEGOTANA ELBISE,301,ELBISE,ETEK UCU KIVIRMA,DÜZ,435,48.0,43.77
74,HVLS24RTURQ CET84 HAMILE ELBISESI,74,ELBISE,KOL TUTTURMA,DÜZ,327,27.0,43.76
87,2218178 ASKILI BÜRÜMCÜK ELBISE,87,ELBISE,ALT PARÇA YAN ÇATMA,REÇME,84,27.0,43.76
526,2220847 BEGONIA BLUZ,526,T-SHIRT,YAKA KAPAMA,REÇME,679,40.0,43.76
448,2222582 COMPONI,448,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,233,36.0,43.75
121,CVKW24SGPAR-CPL95 BASKILI SWEAT,121,T-SHIRT,KOL TAKMA,OVERLOK,589,36.0,43.75
136,2233327 HARRY POTTER SWEAT,136,T-SHIRT,KOL TAKMA,OVERLOK,681,36.0,43.74
447,CDKS24HCARE - CLQ04 TSHIRT,447,T-SHIRT,YAN ÇATMA,OVERLOK,545,30.0,43.74
273,SBKS24DSPO2-BUB59 ELBISE,273,ELBISE,KOL LASTIK TAKMA,OVERLOK,359,24.0,43.74
95,2222518 AMBER CEPLI T-SHIRT,95,T-SHIRT,YAKA BASMA,DÜZ,100,20.0,43.74
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,121,36.0,43.73
33,2223370 DILAMON ELBISE,33,ELBISE,PAÇA SÜRFLE,OVERLOK,78,27.0,43.73
74,2222518 AMBER CEPLI T-SHIRT,74,T-SHIRT,KOL ORTA TUTTURMA,REÇME,530,34.0,43.73
463,2222518 AMBER CEPLI T-SHIRT,463,T-SHIRT,KOL AGZI KAPAMA,DÜZ,714,30.0,43.73
203,2220847 BEGONIA BLUZ,203,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,729,40.0,43.73
544,CDKW24DTURQ-CLP18 SIYAH ELBISE,544,ELBISE,KOL TAKMA,OVERLOK,684,45.0,43.72
299,2231665 OBONODY ZIBIN,299,T-SHIRT,KOL TAKMA,OVERLOK,85,30.0,43.71
33,2228071 MILKY WAY SIYAH ELBISE,33,ELBISE,ARKA ORTA ÇATMA,OVERLOK,663,30.0,43.71
495,2228285 CARRIE ELBISE,495,ELBISE,SATEN KORDON TAKMA,DÜZ,485,40.0,43.71
447,2222518 AMBER CEPLI T-SHIRT,447,T-SHIRT,KOL KIVIRMA,REÇME,866,37.0,43.71
67,ARLW24RBATO MATERNITY HAMILE ELBISE,67,ELBISE,TÜNEL BEL  EMNIYET,DÜZ,383,40.0,43.71
61,2222546 BEGOTANA ELBISE,61,ELBISE,YAKA BASMA,DÜZ,154,26.0,43.71
148,CVKW24SGPAR-CPL95 BASKILI SWEAT,148,T-SHIRT,YAN ÇATMA,OVERLOK,830,45.0,43.7
553,CDKW24HBARG -CLP12,553,T-SHIRT,YAKA TAKMA,DÜZ,860,40.0,43.7
110,2233327 HARRY POTTER SWEAT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,612,36.0,43.7
299,2226835 CHAIKA BLUZ,299,T-SHIRT,YAN ÇATMA,OVERLOK,668,35.0,43.7
449,2225757-2LI BÜRÜMCEK ELBISE,449,ELBISE,BEDEN ÜTÜ,ÜTÜ,216,35.0,43.7
127,2222582 COMPONI,127,ELBISE,KOL EVI BIYE,DÜZ,120,34.28,43.7
526,2220847 BEGONIA BLUZ,526,T-SHIRT,YAKA KAPAMA,REÇME,626,40.0,43.69
511,MSBS24X2REA BYDO2  BABY  TSHIRT,511,T-SHIRT,ÖN KALITE KONTROL,MANUEL,16,48.0,43.69
87,SBKS24DSPO2-BUB59 ELBISE,87,ELBISE,ARKA V KAPAMA,OVERLOK,612,50.0,43.69
487,2218625 BADI,487,T-SHIRT,ÜRÜN ASKI TAKMA,MANUEL,190,15.0,43.68
317,2222582 COMPONI,317,ELBISE,FIRMA ETIKET TAKMA,DÜZ,267,15.0,43.68
387,2228285 CARRIE ELBISE,387,ELBISE,YAKA LASTIK TAKMA,DÜZ,85,32.0,43.68
301,2222582 COMPONI,301,ELBISE,ETEK UCU KIVIRMA,DÜZ,471,45.0,43.68
495,2231665 OBONODY ZIBIN,495,T-SHIRT,ÇITÇIT KAPAMA,DÜZ,326,48.0,43.67
317,2222617 BARILAN ELBISE,317,ELBISE,FIRMA ETIKET TAKMA,DÜZ,318,21.0,43.67
537,2228071 MILKY WAY SIYAH ELBISE,537,ELBISE,YAN SÜRFILE,OVERLOK,195,24.0,43.67
148,CVKW24SGPAR-CPL95 BASKILI SWEAT,148,T-SHIRT,YAN ÇATMA,OVERLOK,692,45.0,43.67
526,2233337 SET SALOPET,526,ELBISE,KOL EVI BASMA,DÜZ,726,51.0,43.66
433,2231665 OBONODY ZIBIN,433,T-SHIRT,PILE DIKME,DÜZ,473,24.0,43.66
87,2233337 SET SALOPET,87,ELBISE,YAN ÇATMA,OVERLOK,44,24.0,43.66
300,2222518 AMBER CEPLI T-SHIRT,300,T-SHIRT,OMUZ ÇATMA,OVERLOK,722,21.81,43.66
12,2222617 BARILAN ELBISE,12,ELBISE,YAN ÇATMA,OVERLOK,412,90.0,43.66
461,2218625 BÜRÜMCÜK SALOPET ELBISE,461,ELBISE,PILE TUTTURMA,DÜZ,718,40.0,43.65
386,MSKW24HMIXS  MAVI PARÇALI TSHIRT,386,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,26,35.0,43.65
455,2225749 KROSE YAKALI SHIRT,455,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,826,31.0,43.65
478,2228285 CARRIE ELBISE,478,ELBISE,DANTEL TUTTURMA,DÜZ,550,32.0,43.64
148,CVKS24SSP22-BVE32 SWEATSHIRT,148,T-SHIRT,YAN ÇATMA,OVERLOK,582,36.0,43.64
127,2228071 MILKY WAY SIYAH ELBISE,127,ELBISE,ASKILIK TAKMA,DÜZ,745,37.89,43.63
2,2218178 ASKILI BÜRÜMCÜK ELBISE,2,ELBISE,LASTIK TAKMA,DÜZ,844,36.0,43.63
384,2218178 ASKILI BÜRÜMCÜK ELBISE,384,ELBISE,BEDEN ÜTÜ,ÜTÜ,137,20.0,43.63
399,CDKS24HDONU-BXA79 T-SHIRT,399,T-SHIRT,KOL TAKMA,OVERLOK,721,36.0,43.63
402,2228071 MILKY WAY SIYAH ELBISE,402,ELBISE,ASKILIK TAKMA,DÜZ,335,37.89,43.62
435,2228071 MILKY WAY SIYAH ELBISE,435,ELBISE,ASKILIK TOKA TAKMA,DÜZ,755,40.0,43.62
229,2225885 JISOONA ELBISE,229,ELBISE,KOL YIRTMAÇ BIYE,REÇME,566,42.0,43.62
110,ARLW24RBATO MATERNITY HAMILE ELBISE,110,ELBISE,ALT YAN ÇATMA,OVERLOK,588,36.0,43.62
213,CDKS24HDONU-BXA79 T-SHIRT,213,T-SHIRT,KOL KISTIRMA,DÜZ,590,24.0,43.62
383,2222518 AMBER CEPLI T-SHIRT,383,T-SHIRT,KOL KISTIRMA,DÜZ,411,24.0,43.62
319,2222518 AMBER CEPLI T-SHIRT,319,T-SHIRT,YAN ÇATMA,OVERLOK,388,48.0,43.61
151,2225749 KROSE YAKALI SHIRT,151,T-SHIRT,YAKA TAKMA,DÜZ,75,45.0,43.61
210,2222582 COMPONI,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,727,45.0,43.61
229,CDKW24HBARG -CLP12,229,T-SHIRT,YAN ÇATMA,OVERLOK,848,45.0,43.61
427,CDKS24HCARE - CLQ04 TSHIRT,427,T-SHIRT,YAN ÇATMA,OVERLOK,346,30.0,43.6
33,2218178 ASKILI BÜRÜMCÜK ELBISE,33,ELBISE,ALT PARÇA YAN ÇATMA,REÇME,716,27.0,43.6
319,2222518 AMBER CEPLI T-SHIRT,319,T-SHIRT,KOL KIVIRMA,REÇME,292,37.0,43.6
203,2218178 ASKILI BÜRÜMCÜK ELBISE,203,ELBISE,ALT PARÇA YAN ÇATMA,REÇME,721,27.0,43.6
273,2222546 BEGOTANA ELBISE,273,ELBISE,KOL BÜZGÜ TUTTURMA,DÜZ,147,51.41,43.59
273,2218178 ASKILI BÜRÜMCÜK ELBISE,273,ELBISE,LASTIK TAKMA,DÜZ,720,36.0,43.58
402,2228071 MILKY WAY SIYAH ELBISE,402,ELBISE,KORDON TAKMA,DÜZ,52,24.0,43.58
161,2222518 AMBER CEPLI T-SHIRT,161,T-SHIRT,CEP TAKMA,DÜZ,672,40.0,43.58
19,CVKW24SGPAR-CPL95 BASKILI SWEAT,19,T-SHIRT,YAN ÇATMA,OVERLOK,64,45.0,43.58
384,2222518 AMBER CEPLI T-SHIRT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,207,40.0,43.58
63,2222617 BARILAN ELBISE,63,ELBISE,ARKA ALT ÜST BIRLSTI,REÇME,715,48.0,43.57
151,2222518 AMBER CEPLI T-SHIRT,151,T-SHIRT,KOL AGZI KAPAMA,DÜZ,428,30.0,43.57
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ÖN ALT ÜST BIRLSTR 2,OVERLOK,715,36.0,43.57
460,2222518 AMBER CEPLI T-SHIRT,460,T-SHIRT,BIYE UCU TUTTURMA,DÜZ,301,15.0,43.56
112,2233337 SET SALOPET,112,ELBISE,DÜGME TAKMA,DÜGME MAKINESI,665,40.0,43.56
130,2222546 BEGOTANA ELBISE,130,ELBISE,ETEK UCU KIVIRMA,DÜZ,850,48.0,43.56
210,2222582 COMPONI,210,ELBISE,ETEK UCU KIVIRMA,DÜZ,740,45.0,43.55
136,2233327 HARRY POTTER SWEAT,136,T-SHIRT,KOL TAKMA,OVERLOK,710,36.0,43.55
386,2220847 BEGONIA BLUZ,386,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,305,30.0,43.54
177,2218178 ASKILI BÜRÜMCÜK ELBISE,177,ELBISE,ÖN ALT ÜST BIRLSTR 2,OVERLOK,462,36.0,43.54
463,2222518 AMBER CEPLI T-SHIRT,463,T-SHIRT,KOL AGZI KAPAMA,DÜZ,867,30.0,43.53
193,MSBS24HMACR-BXC21 BABY TSHIRT,193,T-SHIRT,YAKA TAKMA,OVERLOK,579,28.0,43.53
462,MSBS24HMACR-BXC21 BABY TSHIRT,462,T-SHIRT,ETEK REÇME,REÇME,666,24.0,43.53
425,SBKS24DSPO2-BUB59 ELBISE,425,ELBISE,TALIMAT TAKMA,DÜZ,103,20.0,43.52
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,830,36.0,43.52
479,2225249 BUBBLE TEE T-SHIRT,479,T-SHIRT,ÖN KALITE KONTROL,MANUEL,853,36.0,43.52
311,2222546 BEGOTANA ELBISE,311,ELBISE,ÖN PENS BOYU,DÜZ,182,32.72,43.51
499,2228557 JISSO ELBISE,499,ELBISE,TALIMAT HAZIRLIK,DÜZ,299,15.0,43.51
395,2228285 CARRIE ELBISE,395,ELBISE,ETEK UCU ÇIMA,DÜZ,763,45.0,43.51
535,ARLW24RBATO MATERNITY HAMILE ELBISE,535,ELBISE,ETEK REÇME,REÇME,2,24.0,43.5
184,2219384 PALAZZO TSHIRT,184,T-SHIRT,YAN ÇATMA,OVERLOK,592,30.0,43.5
110,CVKW24SGPAR-CPL95 BASKILI SWEAT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,852,36.0,43.49
155,SBKS24DSPO2-BUB59 ELBISE,155,ELBISE,ÖN KOL TAKMA,OVERLOK,490,30.0,43.49
526,2220847 BEGONIA BLUZ,526,T-SHIRT,YAKA KAPAMA,REÇME,490,40.0,43.49
15,2228071 MILKY WAY SIYAH ELBISE,15,ELBISE,SAG YAN ÇATMA,OVERLOK,53,30.0,43.49
121,CVKW24SGPAR-CPL95 BASKILI SWEAT,121,T-SHIRT,KOL TAKMA,OVERLOK,329,36.0,43.47
201,2220847 BEGONIA BLUZ,201,T-SHIRT,KOL KIVIRMA,REÇME,658,37.0,43.47
127,2222582 COMPONI,127,ELBISE,ETEK UCU KIVIRMA,DÜZ,137,45.0,43.47
368,HVLS24RTURQ CET84 HAMILE ELBISESI,368,ELBISE,KOL TUTTURMA,DÜZ,336,27.0,43.47
151,2222518 AMBER CEPLI T-SHIRT,151,T-SHIRT,CEP TAKMA,DÜZ,716,40.0,43.46
176,2222518 AMBER CEPLI T-SHIRT,176,T-SHIRT,KOL AGZI TUTTURMA,DÜZ,691,32.72,43.45
177,2218178 ASKILI BÜRÜMCÜK ELBISE,177,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,729,36.0,43.45
74,MSBS24HMACR-BXC21 BABY TSHIRT,74,T-SHIRT,ENSE BIYE TAKMA,REÇME,629,18.0,43.45
384,2222518 AMBER CEPLI T-SHIRT,384,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,863,40.0,43.45
127,2218178 ASKILI BÜRÜMCÜK ELBISE,127,ELBISE,LASTIK TAKMA,DÜZ,40,36.0,43.45
110,2233327 HARRY POTTER SWEAT,110,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,82,36.0,43.44
157,2222582 COMPONI,157,ELBISE,KOL EVI BIYE,DÜZ,208,34.28,43.43
343,2222617 BARILAN ELBISE,343,ELBISE,YAKA BIYE,REÇME,7,30.0,43.43
396,2233327 HARRY POTTER SWEAT,396,T-SHIRT,YAN ÇATMA,OVERLOK,171,45.0,43.42
494,CVKS24SSP22-BVE32 SWEATSHIRT,494,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,802,40.0,43.42
325,2219384 PALAZZO TSHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,400,36.0,43.41
446,MSBS24X2REA BYDO2  BABY  TSHIRT,446,T-SHIRT,YAKA UCU TUTTURMA,DÜZ,5,13.84,43.4
24,2222582 COMPONI,24,ELBISE,KOL EVI BIYE,DÜZ,50,34.28,43.4
384,ARLW24RBATO MATERNITY HAMILE ELBISE,384,ELBISE,BEDEN ÜTÜ,ÜTÜ,45,35.0,43.4
462,CDKW24DTURQ-CLP18 SIYAH ELBISE,462,ELBISE,ETEK REÇME,REÇME,179,24.0,43.4
509,2219384 PALAZZO TSHIRT,509,T-SHIRT,ÖN KALITE KONTROL,MANUEL,877,36.0,43.4
63,2222582 COMPONI,63,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,608,36.0,43.39
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ÖN ALT ÜST BIRLSTR 2,OVERLOK,263,36.0,43.39
448,2218178 ASKILI BÜRÜMCÜK ELBISE,448,ELBISE,ALT PARÇA YAN ÇATMA,OVERLOK,666,22.0,43.38
369,2218178 ASKILI BÜRÜMCÜK ELBISE,369,ELBISE,ALT PARÇA YAN ÇATMA,REÇME,758,27.0,43.38
391,2222518 AMBER CEPLI T-SHIRT,391,T-SHIRT,CEP TAKMA,DÜZ,205,32.72,43.38
117,2220847 BEGONIA BLUZ,117,T-SHIRT,ALT ETEK LSTIK KAPAM,DÜZ,510,48.0,43.37
325,CDKS24HDONU-BXA79 T-SHIRT,325,T-SHIRT,ÖN KALITE KONTROL,MANUEL,309,36.0,43.37
540,HVLS24RTURQ CET84 HAMILE ELBISESI,540,ELBISE,BEDEN ÜTÜ,ÜTÜ,328,35.0,43.37
84,2222546 BEGOTANA ELBISE,84,ELBISE,YIRTMAÇ KAPAMAA,DÜZ,204,29.0,43.36
24,2222582 COMPONI,24,ELBISE,KOL EVI BIYE,DÜZ,50,34.28,43.36
526,2220847 BEGONIA BLUZ,526,T-SHIRT,YAKA KAPAMA,REÇME,697,40.0,43.36
33,2218178 ASKILI BÜRÜMCÜK ELBISE,33,ELBISE,YAN ÇATMA,OVERLOK,50,24.82,43.36
63,2222582 COMPONI,63,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,724,36.0,43.35
595,2229267 SALOPET SET,595,ELBISE,YAN ÇATMA,OVERLOK,744,40.0,43.35
533,MSBS24X2REA BYDO2  BABY  TSHIRT,533,T-SHIRT,ÖN KALITE KONTROL,MANUEL,736,48.0,43.35
594,2218178 ASKILI BÜRÜMCÜK ELBISE,594,ELBISE,YAN ÇATMA,OVERLOK,653,24.82,43.34
443,2223370 DILAMON ELBISE,443,ELBISE,TALIMAT TAKMA,DÜZ,701,27.0,43.34
502,SBKS24DSPO2-BUB59 ELBISE,502,ELBISE,ÖN KALITE KONTROL,MANUEL,532,48.0,43.34
249,ARLW24RBATO MATERNITY HAMILE ELBISE,249,ELBISE,ÜST YAN ÇATMA,OVERLOK,725,40.0,43.34
587,2230347 KAPSONLU SWEAT,587,T-SHIRT,ENSE BIYE BASMA,DÜZ,707,30.0,43.34
465,2222518 AMBER CEPLI T-SHIRT,465,T-SHIRT,KOL AGZI KAPAMA,DÜZ,888,30.0,43.33
84,2218178 ASKILI BÜRÜMCÜK ELBISE,84,ELBISE,LASTIK TAKMA,DÜZ,875,36.0,43.33
139,2233337 SET SALOPET,139,ELBISE,YAKA GAZI,DÜZ,234,36.0,43.33
92,2223370 DILAMON ELBISE,92,ELBISE,BEL LASTIK TAKMA,DÜZ,736,40.0,43.33
65,CVKW24SGPAR-CPL95 BASKILI SWEAT,65,T-SHIRT,ETEK MANSET TAKMA,OVERLOK,578,36.0,43.32
319,CDKW24HDNDR KIRMIZI TSHIRT,319,T-SHIRT,YAN ÇATMA,OVERLOK,22,43.0,43.32
133,2233337 SET SALOPET,133,ELBISE,YAKA GAZI,DÜZ,22,36.0,43.32
544,CDKW24HDNDR KIRMIZI TSHIRT,544,T-SHIRT,KOL TAKMA,OVERLOK,845,43.0,43.32
84,2218178 ASKILI BÜRÜMCÜK ELBISE,84,ELBISE,LASTIK TAKMA,DÜZ,507,36.0,43.31
23,2218178 ASKILI BÜRÜMCÜK ELBISE,23,ELBISE,BEDEN ALT ÜST TUTTUR,DÜZ,550,24.0,43.31
224,2231665 OBONODY ZIBIN,224,T-SHIRT,ÖN KALITE KONTROL,MANUEL,717,48.0,43.3
461,MSKW24HMIXS  MAVI PARÇALI TSHIRT,461,T-SHIRT,KOL TAKMA,OVERLOK,459,45.0,43.3
317,MSKW24HMIXS  MAVI PARÇALI TSHIRT,317,T-SHIRT,ARKA PARÇA ÇATMA,OVERLOK,720,30.0,43.3
587,ARLW24RBATO MATERNITY HAMILE ELBISE,587,ELBISE,KORDON TUTTURMA,DÜZ,616,30.0,43.3
153,2223370 DILAMON ELBISE,153,ELBISE,YAN ÇATMA,OVERLOK,354,36.0,43.29
448,2222582 COMPONI,448,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,184,36.0,43.29
155,2220847 BEGONIA BLUZ,155,T-SHIRT,ORTA ETEK HAZIRLIK,OVERLOK,7,40.0,43.29
433,2219642 VARAK BASKILI T-SHIRT,433,T-SHIRT,YAN ÇATMA,OVERLOK,246,30.0,43.29
474,2225885 JISOONA ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,375,40.0,43.29
209,2225749 KROSE YAKALI SHIRT,209,T-SHIRT,KOL KISTIRMA,DÜZ,218,17.17,43.28
537,2223370 DILAMON ELBISE,537,ELBISE,IÇ AG ÇATMA,OVERLOK,693,40.0,43.27
510,2225757-2LI BÜRÜMCEK ELBISE,510,ELBISE,ÖN KALITE KONTROL,MANUEL,60,36.0,43.27
62,2218178 ASKILI BÜRÜMCÜK ELBISE,62,ELBISE,ALT ÜST BIRLESTIRME,OVERLOK,215,36.0,43.27
544,CDKW24DTURQ-CLP18 SIYAH ELBISE,544,ELBISE,KOL TAKMA,OVERLOK,717,45.0,43.27
329,2225757-2LI BÜRÜMCEK ELBISE,329,ELBISE,ÖN KALITE KONTROL,MANUEL,685,36.0,43.27
502,SBKS24DSPO2-BUB59 ELBISE,502,ELBISE,ÖN KALITE KONTROL,MANUEL,718,48.0,43.26
139,2220847 BEGONIA BLUZ,139,T-SHIRT,ALT ETEK LASTIK TAKM,DÜZ,412,51.41,43.26
596,2229267 SALOPET SET,596,ELBISE,ARKA PARÇA KAPAMA,REÇME,55,20.0,43.25
462,CDKW24HLELO -CLP91  LEOPARD TSHIRT,462,T-SHIRT,ETEK REÇME,REÇME,518,27.0,43.25
435,2222546 BEGOTANA ELBISE,435,ELBISE,KOL AGZI LASTIK TUTTURMA,DÜZ,174,55.0,43.25
171,CDKS24HDONU-BXA79 T-SHIRT,171,T-SHIRT,ÖN KALITE KONTROL,MANUEL,744,36.0,43.24
493,144430499 MIDI TUTU DRESS TÜL ELBISE,493,ELBISE,KOL KISTIRMA,DÜZ,266,20.0,43.24
323,2226835 CHAIKA BLUZ,323,T-SHIRT,ÖN KALITE KONTROL,MANUEL,650,36.0,43.23
315,2228285 CARRIE ELBISE,315,ELBISE,SATEN ASKILK TAKMA 2,REÇME,818,40.0,43.23
327,CVKS24SSP22-BVE32 SWEATSHIRT,327,T-SHIRT,ÖN KALITE KONTROL,MANUEL,714,40.0,43.22
464,2219384 PALAZZO TSHIRT,464,T-SHIRT,YAN ÇATMA,OVERLOK,738,30.0,43.22
448,2222582 COMPONI,448,ELBISE,YAN ALT PARÇA ÇATMA,OVERLOK,79,36.0,43.22
104,2218178 ASKILI BÜRÜMCÜK ELBISE,104,ELBISE,BEL ÜSTÜ GAZI,REÇME,563,33.0,43.21
466,2218625 BÜRÜMCÜK SALOPET ELBISE,466,ELBISE,PILE TUTTURMA,DÜZ,728,40.0,43.2
46,2228071 MILKY WAY SIYAH ELBISE,46,ELBISE,ÖN PARÇA BIRLESTIRME,OVERLOK,750,40.0,43.2
204,SBKS24DSPO2-BUB59 ELBISE,204,ELBISE,TALIMAT TAKMA,DÜZ,41,20.0,43.2
443,2222582 COMPONI,443,ELBISE,TALIMAT TAKMA,DÜZ,850,24.0,43.18
54,2225749 KROSE YAKALI SHIRT,54,T-SHIRT,YAKA TAKMA,DÜZ,165,45.0,43.17
61,SBKS24DSPO2-BUB59 ELBISE,61,ELBISE,ARKA KOL TAKMA,OVERLOK,6,24.0,43.17
181,308634 TURTLE TSHIRRT,181,T-SHIRT,YAKA MENDIL OVERLOK,OVERLOK,334,24.0,43.16
474,2228557 JISSO ELBISE,474,ELBISE,BEDEN ÜTÜ,ÜTÜ,283,40.0,43.15
358,2222518 AMBER CEPLI T-SHIRT,358,T-SHIRT,KOL KIVIRMA,REÇME,122,37.0,43.15
329,2228285 CARRIE ELBISE,329,ELBISE,ÖN KALITE KONTROL,MANUEL,228,36.0,43.14
64,2230347 KAPSONLU SWEAT,64,T-SHIRT,ÖN KALITE KONTROL,MANUEL,180,48.0,43.14
157,2222582 COMPONI,157,ELBISE,KOL EVI BIYE,DÜZ,750,34.28,43.14
150,2226835 CHAIKA BLUZ,150,T-SHIRT,BEDEN ÜTÜ,ÜTÜ,28,27.0,43.14
112,2233337 SET SALOPET,112,ELBISE,DÜGME TAKMA,DÜGME MAKINESI,668,40.0,43.13
