SIPARIS_ADEDI,GIYSI_GRUBU,GIYSI_CINSI,GIYSI_CINSI_DETAYI,ModelID,SipID,HataAdi,HataAdedi,Tarih
15910,BAYAN,Bluz,Uzun Kollu,324,301,DİKİŞ GÖRÜNMESİ,1,2024-03-01
15910,BAYAN,Bluz,Uzun Kollu,324,301,DİKİŞ DÜŞMESİ,1,2024-03-01
15910,BAYAN,Bluz,Uzun Kollu,324,301,GİR-ÇIK EŞTSZ.,1,2024-03-04
15910,BAYAN,Bluz,Uzun Kollu,324,301,PİS PAY,1,2024-03-04
15910,BAYAN,Bluz,Uzun Kollu,324,301,KUMAS DEFOSU,1,2024-03-04
15910,BAYAN,Bluz,Uzun Kollu,324,301,JUT,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,AYAR AÇIKLIĞI,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-13
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-02
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,PATLAK,1,2024-03-02
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ ATLAMASI,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-02
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,PATLAK,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-01
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-02-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,EKSİK AKSESUAR,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,JUT,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAS DEFOSU,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,PATLAK,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,DİKİŞ GÖRÜNMESİ,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-29
4637,BAYAN,Elbise,Kolsuz elbise,349,325,EKSİK AKSESUAR,1,2024-04-01
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAS DEFOSU,1,2024-04-01
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-30
4637,BAYAN,Elbise,Kolsuz elbise,349,325,EKSİK AKSESUAR,1,2024-04-02
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-04-01
4637,BAYAN,Elbise,Kolsuz elbise,349,325,PATLAK,1,2024-04-02
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-26
4637,BAYAN,Elbise,Kolsuz elbise,349,325,KUMAŞ LEKE,1,2024-03-25
4637,BAYAN,Elbise,Kolsuz elbise,349,325,EKSİK AKSESUAR,1,2024-03-25
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-04
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,PATLAK,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,AYAR AÇIKLIĞI,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-08
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ GÖRÜNMESİ,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,JUT,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-11
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,AYAR AÇIKLIĞI,1,2024-03-12
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ GÖRÜNMESİ,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DÜŞMESİ,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,AYAR AÇIKLIĞI,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,İĞNE DELİĞİ,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,GİR-ÇIK EŞTSZ.,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ GÖRÜNMESİ,1,2024-03-05
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK AKSESUAR,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,DİKİŞ DÜŞMESİ,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,BÜZGÜ DAĞILIMI,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAS DEFOSU,1,2024-03-06
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,EKSİK DİKİŞ,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KAPTIRMA,1,2024-03-07
29172,BAYAN,Elbise,Kısa kollu elbise,330,306,KUMAŞ LEKE,1,2024-03-07
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,GİR-ÇIK EŞTSZ.,1,2024-01-10
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,GİR-ÇIK EŞTSZ.,1,2024-01-11
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,DİKİM LEKE,1,2024-01-11
27981,BAYAN,T-Shirt,Kısa Kol,323,299,AYAR AÇIKLIĞI,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DARLI-GENİŞLİ DİKİM,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-22
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ DALGALANMASI,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-21
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAS DEFOSU,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PİS PAY,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,AYAR AÇIKLIĞI,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-23
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-02-19
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ DALGALANMASI,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,SIMETRI,1,2024-02-07
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ ATLAMASI,1,2024-02-07
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ DALGALANMASI,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KUMAŞ LEKE,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,DİKİŞ DALGALANMASI,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,PATLAK,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,SIMETRI,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KUMAŞ LEKE,1,2024-02-08
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-23
6412,BEBEK,T-Shirt,Kısa Kol,317,295,JUT,1,2024-02-09
6412,BEBEK,T-Shirt,Kısa Kol,317,295,EKSİK AKSESUAR,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KAPTIRMA,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,GİR-ÇIK EŞTSZ.,1,2024-02-08
6412,BEBEK,T-Shirt,Kısa Kol,317,295,KAPTIRMA,1,2024-02-14
6412,BEBEK,T-Shirt,Kısa Kol,317,295,EKSİK DİKİŞ,1,2024-02-09
6412,BEBEK,T-Shirt,Kısa Kol,317,295,PATLAK,1,2024-02-15
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-29
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-29
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-28
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-28
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-24
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-24
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-24
27981,BAYAN,T-Shirt,Kısa Kol,323,299,JUT,1,2024-02-24
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-24
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-27
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ DÜŞMESİ,1,2024-02-26
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-02-26
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-27
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-27
27981,BAYAN,T-Shirt,Kısa Kol,323,299,JUT,1,2024-02-27
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ DALGALANMASI,1,2024-02-27
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-28
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-28
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-28
27981,BAYAN,T-Shirt,Kısa Kol,323,299,AYAR AÇIKLIĞI,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-19
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KUMAŞ LEKE,1,2024-01-11
13564,BAYAN,T-Shirt,Kısa Kol,318,296,SIMETRI,1,2024-02-09
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-24
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-24
13564,BAYAN,T-Shirt,Kısa Kol,318,296,KUMAŞ LEKE,1,2024-02-08
13564,BAYAN,T-Shirt,Kısa Kol,318,296,AYAR AÇIKLIĞI,1,2024-02-08
13564,BAYAN,T-Shirt,Kısa Kol,318,296,GİR-ÇIK EŞTSZ.,1,2024-02-08
13564,BAYAN,T-Shirt,Kısa Kol,318,296,KUMAŞ LEKE,1,2024-02-09
13564,BAYAN,T-Shirt,Kısa Kol,318,296,KUMAŞ LEKE,1,2024-02-09
13564,BAYAN,T-Shirt,Kısa Kol,318,296,SIMETRI,1,2024-02-08
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-03-04
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-03-01
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-03-01
27981,BAYAN,T-Shirt,Kısa Kol,323,299,İĞNE DELİĞİ,1,2024-03-01
27981,BAYAN,T-Shirt,Kısa Kol,323,299,JUT,1,2024-03-01
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-03-02
27981,BAYAN,T-Shirt,Kısa Kol,323,299,GİR-ÇIK EŞTSZ.,1,2024-03-02
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ DALGALANMASI,1,2024-03-02
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-24
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-22
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,İP,1,2024-01-23
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-20
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-11
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-11
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-11
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-12
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-12
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-12
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,İĞNE DELİĞİ,1,2024-01-12
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-12
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,DİKİŞ DÜŞMESİ,1,2024-01-17
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-19
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-19
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-18
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,SIMETRI,1,2024-01-20
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,PATLAK,1,2024-01-20
19824,ÇOCUK,T-Shirt,Kısa Kol,305,283,KAPTIRMA,1,2024-01-20
27981,BAYAN,T-Shirt,Kısa Kol,323,299,EKSİK AKSESUAR,1,2024-03-04
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-15
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-16
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-15
27981,BAYAN,T-Shirt,Kısa Kol,323,299,EKSİK DİKİŞ,1,2024-02-15
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-16
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,JUT,1,2024-02-16
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-17
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-17
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-02-17
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-17
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-19
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ GÖRÜNMESİ,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİM LEKE,1,2024-02-14
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-02-13
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,REGULA,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,İĞNE DELİĞİ,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,AYAR AÇIKLIĞI,1,2024-03-05
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KUMAŞ LEKE,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DARLI-GENİŞLİ DİKİM,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,KAPTIRMA,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ KESİĞİ,1,2024-03-06
27981,BAYAN,T-Shirt,Kısa Kol,323,299,İĞNE DELİĞİ,1,2024-03-07
27981,BAYAN,T-Shirt,Kısa Kol,323,299,DİKİŞ ATLAMASI,1,2024-03-07
27981,BAYAN,T-Shirt,Kısa Kol,323,299,PATLAK,1,2024-02-13
27981,BAYAN,T-Shirt,Kısa Kol,323,299,EKSİK AKSESUAR,1,2024-02-13
24118,ÇOCUK,T-Shirt,Uzun Kol,447,1423,KAPTIRMA,1,2024-08-22
